,I_weight,H_weight,O_weight
18690,3.72,,
18691,0.27,,
18692,2.87,,
18693,1.89,,
18694,3.69,,
18695,2.56,,
18696,2.53,,
18697,1.85,,
18698,0.63,,
18699,3.09,,
18700,2.14,,
18701,2.18,,
18702,0.99,,
18703,1.39,,
18704,1.28,,
18705,2.7,,
18706,2.22,,
18707,0.68,,
18708,2.34,,
18709,1.22,,
18710,2.73,,
18711,1.39,,
18712,2.85,,
18713,1.25,,
18714,1.62,,
18715,3.91,,
18716,1.31,,
18717,1.47,,
18718,0.34,,
18719,0.27,,
18720,1.34,,
18721,0.21,,
18722,3.41,,
18723,0.19,,
18724,1.23,,
18725,0.37,,
18726,1.79,,
18727,1.23,,
18728,1.89,,
18729,3.06,,
18730,2.55,,
18731,1.43,,
18732,0.56,,
18733,1.75,,
18734,2.12,,
18735,2.97,,
18736,2.93,,
18737,0.45,,
18738,3.16,,
18739,1.84,,
18740,1.43,,
18741,1.2,,
18742,3.22,,
18743,2.28,,
18744,0.8,,
18745,1.16,,
18746,3.61,,
18747,0.81,,
18748,1.33,,
18749,1.95,,
18750,2.14,,
18751,0.89,,
18752,0.5,,
18753,0.87,,
18754,0.33,,
18755,3.15,,
18756,2.75,,
18757,0.96,,
18758,2.58,,
18759,3.67,,
18760,3.92,,
18761,1.71,,
18762,0.15,,
18763,1.9,,
18764,2.14,,
18765,0.7,,
18766,3.65,,
18767,0.27,,
18768,3.18,,
18769,1.92,,
18770,1.9,,
18771,0.04,,
18772,3.31,,
18773,1.74,,
18774,1.26,,
18775,0.25,,
18776,0.73,,
18777,1.78,,
18778,1.22,,
18779,1.31,,
18780,2.64,,
18781,3.71,,
18782,2.92,,
18783,1.93,,
18784,3.22,,
18785,2.05,,
18786,0.41,,
18787,2.26,,
18788,0.43,,
18789,1.7,,
18790,1.91,,
18791,1.17,,
18792,3.48,,
18793,1.99,,
18794,2.94,,
18795,1.77,,
18796,1.52,,
18797,0.65,,
18798,3.24,,
18799,2.36,,
18800,0.26,,
18801,1.24,,
18802,0.84,,
18803,1.58,,
18804,2.35,,
18805,2.3,,
18806,3.55,,
18807,2.52,,
18808,1.72,,
18809,3.89,,
18810,1.37,,
18811,2.44,,
18812,2.3,,
18813,3.16,,
18814,2.76,,
18815,0.45,,
18816,2.13,,
18817,2.22,,
18818,1.92,,
18819,2.31,,
18820,2.13,,
18821,0.94,,
18822,3.72,,
18823,2.84,,
18824,0.65,,
18825,2.82,,
18826,2.16,,
18827,1.64,,
18828,2.09,,
18829,3.62,,
18830,0.68,,
18831,1.18,,
18832,1.11,,
18833,3.75,,
18834,3.11,,
18835,1.19,,
18836,3.0,,
18837,3.6,,
18838,2.68,,
18839,2.9,,
18840,2.33,,
18841,1.75,,
18842,2.24,,
18843,3.51,,
18844,3.3,,
18845,3.56,,
18846,1.31,,
18847,2.84,,
18848,1.39,,
18849,2.08,,
18850,3.78,,
18851,2.97,,
18852,3.37,,
18853,0.21,,
18854,0.57,,
18855,1.76,,
18856,2.34,,
18857,2.92,,
18858,2.44,,
18859,3.59,,
18860,3.38,,
18861,3.35,,
18862,3.28,,
18863,1.2,,
18864,2.16,,
18865,2.56,,
18866,3.63,,
18867,1.81,,
18868,0.33,,
18869,0.06,,
18870,1.31,,
18871,2.32,,
18872,1.2,,
18873,3.86,,
18874,3.7,,
18875,3.24,,
18876,3.16,,
18877,3.18,,
18878,0.82,,
18879,1.99,,
18880,3.5,,
18881,2.09,,
18882,1.56,,
18883,2.09,,
18884,0.33,,
18885,2.9,,
18886,2.55,,
18887,0.84,,
18888,2.01,,
18889,3.01,,
18890,3.4,,
18891,0.46,,
18892,0.33,,
18893,0.98,,
18894,3.94,,
18895,1.97,,
18896,2.16,,
18897,1.1,,
18898,3.67,,
18899,2.31,,
18900,3.55,,
18901,0.09,,
18902,3.18,,
18903,2.63,,
18904,3.47,,
18905,3.37,,
18906,2.29,,
18907,3.38,,
18908,3.33,,
18909,1.78,,
18910,2.31,,
18911,1.48,,
18912,0.59,,
18913,3.45,,
18914,3.7,,
18915,2.34,,
18916,0.88,,
18917,3.16,,
18918,0.36,,
18919,3.32,,
18920,1.25,,
18921,2.02,,
18922,3.0,,
18923,3.02,,
18924,1.86,,
18925,3.0,,
18926,3.08,,
18927,2.68,,
18928,0.78,,
18929,2.69,,
18930,0.08,,
18931,2.98,,
18932,0.49,,
18933,0.96,,
18934,2.34,,
18935,0.04,,
18936,3.83,,
18937,2.13,,
18938,3.41,,
18939,3.94,,
18940,1.23,,
18941,2.59,,
18942,1.26,,
18943,0.49,,
18944,2.89,,
18945,0.17,,
18946,0.24,,
18947,2.12,,
18948,3.31,,
18949,3.19,,
18950,3.42,,
18951,2.87,,
18952,0.17,,
18953,1.31,,
18954,3.52,,
18955,1.2,,
18956,2.86,,
18957,0.83,,
18958,0.28,,
18959,1.37,,
18960,2.79,,
18961,3.15,,
18962,1.98,,
18963,1.52,,
18964,1.61,,
18965,3.66,,
18966,0.32,,
18967,2.76,,
18968,2.04,,
18969,2.4,,
18970,2.27,,
18971,0.84,,
18972,0.97,,
18973,2.47,,
18974,2.82,,
18975,2.51,,
18976,2.18,,
18977,3.9,,
18978,3.91,,
18979,3.37,,
18980,1.72,,
18981,1.47,,
18982,3.82,,
18983,1.8,,
18984,0.99,,
18985,2.6,,
18986,3.44,,
18987,3.28,,
18988,0.96,,
18989,1.95,,
18990,0.74,,
18991,1.39,,
18992,3.51,,
18993,0.41,,
18994,1.16,,
18995,1.57,,
18996,2.72,,
18997,0.17,,
18998,0.54,,
18999,2.03,,
19000,0.96,,
19001,1.94,,
19002,1.83,,
19003,3.42,,
19004,2.18,,
19005,1.69,,
19006,3.06,,
19007,1.51,,
19008,0.02,,
19009,3.66,,
19010,1.18,,
19011,2.08,,
19012,1.51,,
19013,1.02,,
19014,0.27,,
19015,2.82,,
19016,1.65,,
19017,0.14,,
19018,0.42,,
19019,4.0,,
19020,1.85,,
19021,3.8,,
19022,2.54,,
19023,0.82,,
19024,2.14,,
19025,3.27,,
19026,3.68,,
19027,1.64,,
19028,1.06,,
19029,3.9,,
19030,3.85,,
19031,0.15,,
19032,2.68,,
19033,2.19,,
19034,0.54,,
19035,3.92,,
19036,0.03,,
19037,0.57,,
19038,1.68,,
19039,1.69,,
19040,3.73,,
19041,2.04,,
19042,0.41,,
19043,2.54,,
19044,2.71,,
19045,1.81,,
19046,2.12,,
19047,2.32,,
19048,2.37,,
19049,3.18,,
19050,3.71,,
19051,2.3,,
19052,2.3,,
19053,0.18,,
19054,1.98,,
19055,1.04,,
19056,3.02,,
19057,3.67,,
19058,3.44,,
19059,2.51,,
19060,2.77,,
19061,0.01,,
19062,0.69,,
19063,2.02,,
19064,3.05,,
19065,1.11,,
19066,2.45,,
19067,1.82,,
19068,1.08,,
19069,1.28,,
19070,3.84,,
19071,0.45,,
19072,2.83,,
19073,3.32,,
19074,3.07,,
19075,2.15,,
19076,3.57,,
19077,0.54,,
19078,1.96,,
19079,1.81,,
19080,3.55,,
19081,0.09,,
19082,3.87,,
19083,3.22,,
19084,3.84,,
19085,3.94,,
19086,3.16,,
19087,3.03,,
19088,3.36,,
19089,3.28,,
19090,3.1,,
19091,3.06,,
19092,0.14,,
19093,1.22,,
19094,0.83,,
19095,2.02,,
19096,2.09,,
19097,0.26,,
19098,1.97,,
19099,2.19,,
19100,1.77,,
19101,2.99,,
19102,3.85,,
19103,0.89,,
19104,0.94,,
19105,1.62,,
19106,3.04,,
19107,1.8,,
19108,3.32,,
19109,0.38,,
19110,2.87,,
19111,2.42,,
19112,2.49,,
19113,0.45,,
19114,3.81,,
19115,0.77,,
19116,3.3,,
19117,3.49,,
19118,3.88,,
19119,0.75,,
19120,0.51,,
19121,0.53,,
19122,1.06,,
19123,0.67,,
19124,0.16,,
19125,1.05,,
19126,2.62,,
19127,0.68,,
19128,3.48,,
19129,3.58,,
19130,2.44,,
19131,2.9,,
19132,1.42,,
19133,1.85,,
19134,0.03,,
19135,3.03,,
19136,0.27,,
19137,0.23,,
19138,2.76,,
19139,2.76,,
19140,3.36,,
19141,1.09,,
19142,2.26,,
19143,0.64,,
19144,1.48,,
19145,3.12,,
19146,3.36,,
19147,2.57,,
19148,0.24,,
19149,1.93,,
19150,2.46,,
19151,0.4,,
19152,2.54,,
19153,0.58,,
19154,3.0,,
19155,2.18,,
19156,1.86,,
19157,2.35,,
19158,2.94,,
19159,1.9,,
19160,2.98,,
19161,3.93,,
19162,3.46,,
19163,2.3,,
19164,0.82,,
19165,0.71,,
19166,0.31,,
19167,1.98,,
19168,1.19,,
19169,0.58,,
19170,1.16,,
19171,1.06,,
19172,3.56,,
19173,2.58,,
19174,0.86,,
19175,1.68,,
19176,0.43,,
19177,3.31,,
19178,0.21,,
19179,0.77,,
19180,1.53,,
19181,1.73,,
19182,2.75,,
19183,0.86,,
19184,1.9,,
19185,0.6,,
19186,1.6,,
19187,2.78,,
19188,0.68,,
19189,3.74,,
19190,0.61,,
19191,0.14,,
19192,2.38,,
19193,3.12,,
19194,0.95,,
19195,3.57,,
19196,1.66,,
19197,0.54,,
19198,2.28,,
19199,0.79,,
19200,3.83,,
19201,2.33,,
19202,0.04,,
19203,1.86,,
19204,2.42,,
19205,0.12,,
19206,0.38,,
19207,0.97,,
19208,1.33,,
19209,3.19,,
19210,3.86,,
19211,0.1,,
19212,1.85,,
19213,2.46,,
19214,0.36,,
19215,3.01,,
19216,0.14,,
19217,1.81,,
19218,0.64,,
19219,0.44,,
19220,2.16,,
19221,1.52,,
19222,0.17,,
19223,2.04,,
19224,3.54,,
19225,2.62,,
19226,1.98,,
19227,0.74,,
19228,0.1,,
19229,3.29,,
19230,1.26,,
19231,3.69,,
19232,3.09,,
19233,2.97,,
19234,3.17,,
19235,4.0,,
19236,0.44,,
19237,0.67,,
19238,3.23,,
19239,3.86,,
19240,1.9,,
19241,0.03,,
19242,1.03,,
19243,0.98,,
19244,0.22,,
19245,3.91,,
19246,3.3,,
19247,3.04,,
19248,1.17,,
19249,3.15,,
19250,3.61,,
19251,0.73,,
19252,0.58,,
19253,2.59,,
19254,0.06,,
19255,1.37,,
19256,0.86,,
19257,2.35,,
19258,3.02,,
19259,0.57,,
19260,2.93,,
19261,3.75,,
19262,2.92,,
19263,2.33,,
19264,1.22,,
19265,3.29,,
19266,3.19,,
19267,1.9,,
19268,0.72,,
19269,2.47,,
19270,0.83,,
19271,0.73,,
19272,2.57,,
19273,1.41,,
19274,0.38,,
19275,3.69,,
19276,1.88,,
19277,0.32,,
19278,1.86,,
19279,3.27,,
19280,2.88,,
19281,0.1,,
19282,3.88,,
19283,0.54,,
19284,3.79,,
19285,3.31,,
19286,1.44,,
19287,2.16,,
19288,0.45,,
19289,0.15,,
19290,0.42,,
19291,2.3,,
19292,0.44,,
19293,3.82,,
19294,2.15,,
19295,3.69,,
19296,0.36,,
19297,3.22,,
19298,2.16,,
19299,1.62,,
19300,3.03,,
19301,1.14,,
19302,2.43,,
19303,2.14,,
19304,1.65,,
19305,1.92,,
19306,1.71,,
19307,3.52,,
19308,3.92,,
19309,2.7,,
19310,0.51,,
19311,1.85,,
19312,4.0,,
19313,3.63,,
19314,2.0,,
19315,1.08,,
19316,1.82,,
19317,0.09,,
19318,3.0,,
19319,1.75,,
19320,2.63,,
19321,3.91,,
19322,3.91,,
19323,0.44,,
19324,0.13,,
19325,1.17,,
19326,3.39,,
19327,0.52,,
19328,1.75,,
19329,0.17,,
19330,1.61,,
19331,2.95,,
19332,3.06,,
19333,3.73,,
19334,3.07,,
19335,3.77,,
19336,0.81,,
19337,2.43,,
19338,2.92,,
19339,0.51,,
19340,0.79,,
19341,1.3,,
19342,0.92,,
19343,2.16,,
19344,2.04,,
19345,1.08,,
19346,3.78,,
19347,0.16,,
19348,0.63,,
19349,0.9,,
19350,3.86,,
19351,1.64,,
19352,1.1,,
19353,0.75,,
19354,2.86,,
19355,0.04,,
19356,0.26,,
19357,0.67,,
19358,2.97,,
19359,1.97,,
19360,3.76,,
19361,0.59,,
19362,0.06,,
19363,3.61,,
19364,0.01,,
19365,0.83,,
19366,0.87,,
19367,0.24,,
19368,0.07,,
19369,2.08,,
19370,0.99,,
19371,1.17,,
19372,2.86,,
19373,1.61,,
19374,0.96,,
19375,0.44,,
19376,0.02,,
19377,2.06,,
19378,2.29,,
19379,3.11,,
19380,4.0,,
19381,0.49,,
19382,0.48,,
19383,3.19,,
19384,0.09,,
19385,3.82,,
19386,3.4,,
19387,1.54,,
19388,3.01,,
19389,2.51,,
19390,3.28,,
19391,0.56,,
19392,1.98,,
19393,3.74,,
19394,2.97,,
19395,2.33,,
19396,2.13,,
19397,3.09,,
19398,2.91,,
19399,2.96,,
19400,2.47,,
19401,1.55,,
19402,2.17,,
19403,2.93,,
19404,1.2,,
19405,3.96,,
19406,3.8,,
19407,3.77,,
19408,3.47,,
19409,2.19,,
19410,1.92,,
19411,1.03,,
19412,0.98,,
19413,0.2,,
19414,3.69,,
19415,3.26,,
19416,3.89,,
19417,2.06,,
19418,2.74,,
19419,1.0,,
19420,0.47,,
19421,0.39,,
19422,3.34,,
19423,3.81,,
19424,0.33,,
19425,0.38,,
19426,3.53,,
19427,1.27,,
19428,2.65,,
19429,2.22,,
19430,1.48,,
19431,1.04,,
19432,2.0,,
19433,3.04,,
19434,3.85,,
19435,1.24,,
19436,3.89,,
19437,0.76,,
19438,1.04,,
19439,3.39,,
19440,0.05,,
19441,1.45,,
19442,1.3,,
19443,0.96,,
19444,1.65,,
19445,0.12,,
19446,1.29,,
19447,3.77,,
19448,2.43,,
19449,1.0,,
19450,2.33,,
19451,2.82,,
19452,3.45,,
19453,1.73,,
19454,0.59,,
19455,0.21,,
19456,0.23,,
19457,0.55,,
19458,3.52,,
19459,2.88,,
19460,3.24,,
19461,2.83,,
19462,2.16,,
19463,0.37,,
19464,2.03,,
19465,3.68,,
19466,2.61,,
19467,2.05,,
19468,2.39,,
19469,3.07,,
19470,3.87,,
19471,0.6,,
19472,3.56,,
19473,0.56,,
19474,2.12,,
19475,2.0,,
19476,0.28,,
19477,1.05,,
19478,1.3,,
19479,0.54,,
19480,0.91,,
19481,3.65,,
19482,2.55,,
19483,0.77,,
19484,1.25,,
19485,3.8,,
19486,0.89,,
19487,3.98,,
19488,0.07,,
19489,1.18,,
19490,0.64,,
19491,0.38,,
19492,3.09,,
19493,3.8,,
19494,2.21,,
19495,1.33,,
19496,2.2,,
19497,2.75,,
19498,3.75,,
19499,2.51,,
19500,3.15,,
19501,3.9,,
19502,1.38,,
19503,0.07,,
19504,2.66,,
19505,3.57,,
19506,0.46,,
19507,0.13,,
19508,1.86,,
19509,0.69,,
19510,0.22,,
19511,1.71,,
19512,0.09,,
19513,0.34,,
19514,2.25,,
19515,2.09,,
19516,1.83,,
19517,0.12,,
19518,2.89,,
19519,2.98,,
19520,0.7,,
19521,3.93,,
19522,0.51,,
19523,2.94,,
19524,3.7,,
19525,1.71,,
19526,1.4,,
19527,0.5,,
19528,2.62,,
19529,1.06,,
19530,2.13,,
19531,1.5,,
19532,1.99,,
19533,1.72,,
19534,3.01,,
19535,0.9,,
19536,3.26,,
19537,3.56,,
19538,3.65,,
19539,3.02,,
19540,1.25,,
19541,2.9,,
19542,3.88,,
19543,1.22,,
19544,0.71,,
19545,0.58,,
19546,1.76,,
19547,3.95,,
19548,3.41,,
19549,1.2,,
19550,3.3,,
19551,0.1,,
19552,2.49,,
19553,1.33,,
19554,0.03,,
19555,2.0,,
19556,2.97,,
19557,2.5,,
19558,0.82,,
19559,2.93,,
19560,1.97,,
19561,0.6,,
19562,0.94,,
19563,2.23,,
19564,1.69,,
19565,1.96,,
19566,1.64,,
19567,0.68,,
19568,3.76,,
19569,3.03,,
19570,3.0,,
19571,0.5,,
19572,1.84,,
19573,3.81,,
19574,1.58,,
19575,3.95,,
19576,2.04,,
19577,3.39,,
19578,2.81,,
19579,1.55,,
19580,1.4,,
19581,2.8,,
19582,1.6,,
19583,0.61,,
19584,0.52,,
19585,3.93,,
19586,3.83,,
19587,2.49,,
19588,1.77,,
19589,3.99,,
19590,3.41,,
19591,1.77,,
19592,3.43,,
19593,1.08,,
19594,2.49,,
19595,1.89,,
19596,3.32,,
19597,2.65,,
19598,2.31,,
19599,2.56,,
19600,1.45,,
19601,0.15,,
19602,3.9,,
19603,0.44,,
19604,2.04,,
19605,2.0,,
19606,1.93,,
19607,1.21,,
19608,0.58,,
19609,0.94,,
19610,3.46,,
19611,3.25,,
19612,1.23,,
19613,1.23,,
19614,1.68,,
19615,2.96,,
19616,1.51,,
19617,0.61,,
19618,0.44,,
19619,0.35,,
19620,3.16,,
19621,1.73,,
19622,1.01,,
19623,2.95,,
19624,1.43,,
19625,1.43,,
19626,2.3,,
19627,0.69,,
19628,3.88,,
19629,2.64,,
19630,1.11,,
19631,1.13,,
19632,3.27,,
19633,3.07,,
19634,0.4,,
19635,2.84,,
19636,1.97,,
19637,0.78,,
19638,2.2,,
19639,2.12,,
19640,1.85,,
19641,0.01,,
19642,2.67,,
19643,0.93,,
19644,0.9,,
19645,2.71,,
19646,3.16,,
19647,2.0,,
19648,3.46,,
19649,3.23,,
19650,2.9,,
19651,2.11,,
19652,1.11,,
19653,3.21,,
19654,2.15,,
19655,3.97,,
19656,1.62,,
19657,3.46,,
19658,0.07,,
19659,3.39,,
19660,3.27,,
19661,3.97,,
19662,0.73,,
19663,0.64,,
19664,3.51,,
19665,1.24,,
19666,2.63,,
19667,1.12,,
19668,3.21,,
19669,0.75,,
19670,3.45,,
19671,0.47,,
19672,1.61,,
19673,1.24,,
19674,2.98,,
19675,2.11,,
19676,0.02,,
19677,3.78,,
19678,1.99,,
19679,0.4,,
19680,2.92,,
19681,3.49,,
19682,1.54,,
19683,3.95,,
19684,0.81,,
19685,0.25,,
19686,2.8,,
19687,0.42,,
19688,1.79,,
19689,3.31,,
19690,2.49,,
19691,3.65,,
19692,0.2,,
19693,0.36,,
19694,1.1,,
19695,3.75,,
19696,0.84,,
19697,3.68,,
19698,1.9,,
19699,0.47,,
19700,0.43,,
19701,2.76,,
19702,2.99,,
19703,2.36,,
19704,1.87,,
19705,2.61,,
19706,1.66,,
19707,3.12,,
19708,0.42,,
19709,2.52,,
19710,1.55,,
19711,3.71,,
19712,3.04,,
19713,3.76,,
19714,2.73,,
19715,2.47,,
19716,3.01,,
19717,0.2,,
19718,2.03,,
19719,0.39,,
19720,2.59,,
19721,3.38,,
19722,2.54,,
19723,3.29,,
19724,1.31,,
19725,1.46,,
19726,0.04,,
19727,0.48,,
19728,0.82,,
19729,1.75,,
19730,0.89,,
19731,2.12,,
19732,2.82,,
19733,0.09,,
19734,3.69,,
19735,2.23,,
19736,2.7,,
19737,3.35,,
19738,2.09,,
19739,0.01,,
19740,0.55,,
19741,1.87,,
19742,3.04,,
19743,2.86,,
19744,1.87,,
19745,3.78,,
19746,0.42,,
19747,0.11,,
19748,2.76,,
19749,0.44,,
19750,2.46,,
19751,3.9,,
19752,0.62,,
19753,3.58,,
19754,2.71,,
19755,3.52,,
19756,2.35,,
19757,3.95,,
19758,1.01,,
19759,1.96,,
19760,0.48,,
19761,0.79,,
19762,1.36,,
19763,0.91,,
19764,1.79,,
19765,1.68,,
19766,3.45,,
19767,3.6,,
19768,0.03,,
19769,3.19,,
19770,2.19,,
19771,2.69,,
19772,2.87,,
19773,1.47,,
19774,1.41,,
19775,3.47,,
19776,2.0,,
19777,0.06,,
19778,2.61,,
19779,2.68,,
19780,1.17,,
19781,3.19,,
19782,0.54,,
19783,3.51,,
19784,3.86,,
19785,0.65,,
19786,3.3,,
19787,1.56,,
19788,0.15,,
19789,3.97,,
19790,2.41,,
19791,3.05,,
19792,2.21,,
19793,3.39,,
19794,1.04,,
19795,2.67,,
19796,0.08,,
19797,3.2,,
19798,2.73,,
19799,1.43,,
19800,1.75,,
19801,2.76,,
19802,0.98,,
19803,3.4,,
19804,3.66,,
19805,1.46,,
19806,2.99,,
19807,3.51,,
19808,0.57,,
19809,1.29,,
19810,2.94,,
19811,3.35,,
19812,3.58,,
19813,3.29,,
19814,1.55,,
19815,0.02,,
19816,3.71,,
19817,0.87,,
19818,1.46,,
19819,3.92,,
19820,3.82,,
19821,2.6,,
19822,3.07,,
19823,3.57,,
19824,0.63,,
19825,3.39,,
19826,2.81,,
19827,2.78,,
19828,2.48,,
19829,3.46,,
19830,2.31,,
19831,1.15,,
19832,3.42,,
19833,2.01,,
19834,0.88,,
19835,0.04,,
19836,3.65,,
19837,2.95,,
19838,2.4,,
19839,3.24,,
19840,3.26,,
19841,1.27,,
19842,0.91,,
19843,0.59,,
19844,1.47,,
19845,0.29,,
19846,1.91,,
19847,1.46,,
19848,3.23,,
19849,2.2,,
19850,1.55,,
19851,1.16,,
19852,2.85,,
19853,0.98,,
19854,2.67,,
19855,3.74,,
19856,3.45,,
19857,0.93,,
19858,2.2,,
19859,0.37,,
19860,1.3,,
19861,3.28,,
19862,3.52,,
19863,1.1,,
19864,1.99,,
19865,1.04,,
19866,3.97,,
19867,1.96,,
19868,3.28,,
19869,2.34,,
19870,1.7,,
19871,3.84,,
19872,1.28,,
19873,0.99,,
19874,1.35,,
19875,2.98,,
19876,3.66,,
19877,0.44,,
19878,2.18,,
19879,0.31,,
19880,1.8,,
19881,1.97,,
19882,3.23,,
19883,0.54,,
19884,2.37,,
19885,3.06,,
19886,1.99,,
19887,0.39,,
19888,1.45,,
19889,0.62,,
19890,3.42,,
19891,2.56,,
19892,3.05,,
19893,3.25,,
19894,1.85,,
19895,0.91,,
19896,1.53,,
19897,0.61,,
19898,3.15,,
19899,1.74,,
19900,2.95,,
19901,3.96,,
19902,3.09,,
19903,1.69,,
19904,1.85,,
19905,0.57,,
19906,1.43,,
19907,1.77,,
19908,0.11,,
19909,0.81,,
19910,3.31,,
19911,1.86,,
19912,1.45,,
19913,3.22,,
19914,3.02,,
19915,1.92,,
19916,3.98,,
19917,3.01,,
19918,1.92,,
19919,2.89,,
19920,0.87,,
19921,1.95,,
19922,1.23,,
19923,0.91,,
19924,0.06,,
19925,0.74,,
19926,1.77,,
19927,3.29,,
19928,3.36,,
19929,2.01,,
19930,1.3,,
19931,1.84,,
19932,0.72,,
19933,0.2,,
19934,2.25,,
19935,1.33,,
19936,3.08,,
19937,1.58,,
19938,2.11,,
19939,3.93,,
19940,3.57,,
19941,0.74,,
19942,2.06,,
19943,1.2,,
19944,0.18,,
19945,1.67,,
19946,1.0,,
19947,0.04,,
19948,2.61,,
19949,1.51,,
19950,0.83,,
19951,1.91,,
19952,0.27,,
19953,3.34,,
19954,0.83,,
19955,1.35,,
19956,2.91,,
19957,3.87,,
19958,1.6,,
19959,1.67,,
19960,0.55,,
19961,2.41,,
19962,0.87,,
19963,2.12,,
19964,2.89,,
19965,3.34,,
19966,2.43,,
19967,1.63,,
19968,2.69,,
19969,0.12,,
19970,1.05,,
19971,3.67,,
19972,2.09,,
19973,1.57,,
19974,2.72,,
19975,0.71,,
19976,2.78,,
19977,3.12,,
19978,3.11,,
19979,1.04,,
19980,1.39,,
19981,0.1,,
19982,2.1,,
19983,3.34,,
19984,3.09,,
19985,1.9,,
19986,2.31,,
19987,2.97,,
19988,3.83,,
19989,1.31,,
19990,3.42,,
19991,1.72,,
19992,1.03,,
19993,0.04,,
19994,0.77,,
19995,2.62,,
19996,1.29,,
19997,1.8,,
19998,2.95,,
19999,2.0,,
20000,3.53,,
20001,2.0,,
20002,1.36,,
20003,1.02,,
20004,1.75,,
20005,0.31,,
20006,2.82,,
20007,0.11,,
20008,3.32,,
20009,2.11,,
20010,0.59,,
20011,0.72,,
20012,0.84,,
20013,1.61,,
20014,3.35,,
20015,1.82,,
20016,0.82,,
20017,0.24,,
20018,0.7,,
20019,3.77,,
20020,0.59,,
20021,0.41,,
20022,3.05,,
20023,3.34,,
20024,3.32,,
20025,2.6,,
20026,1.96,,
20027,2.43,,
20028,3.87,,
20029,0.43,,
20030,0.66,,
20031,3.12,,
20032,0.63,,
20033,3.53,,
20034,1.49,,
20035,1.16,,
20036,3.35,,
20037,1.62,,
20038,2.21,,
20039,0.13,,
20040,0.7,,
20041,0.41,,
20042,1.7,,
20043,2.31,,
20044,0.83,,
20045,3.43,,
20046,0.72,,
20047,0.12,,
20048,0.72,,
20049,1.65,,
20050,3.84,,
20051,2.27,,
20052,2.2,,
20053,0.38,,
20054,3.92,,
20055,1.06,,
20056,2.71,,
20057,1.07,,
20058,3.32,,
20059,0.24,,
20060,2.19,,
20061,3.47,,
20062,1.8,,
20063,3.53,,
20064,3.04,,
20065,3.69,,
20066,3.22,,
20067,0.32,,
20068,3.7,,
20069,1.78,,
20070,3.11,,
20071,3.55,,
20072,2.74,,
20073,3.77,,
20074,1.16,,
20075,0.79,,
20076,0.74,,
20077,3.34,,
20078,0.73,,
20079,3.67,,
20080,1.51,,
20081,0.9,,
20082,0.45,,
20083,3.23,,
20084,0.64,,
20085,1.11,,
20086,1.77,,
20087,3.92,,
20088,3.66,,
20089,0.02,,
20090,0.89,,
20091,2.25,,
20092,2.97,,
20093,3.02,,
20094,1.3,,
20095,0.24,,
20096,3.52,,
20097,2.46,,
20098,2.45,,
20099,3.95,,
20100,1.3,,
20101,2.8,,
20102,0.88,,
20103,2.42,,
20104,0.51,,
20105,2.8,,
20106,3.97,,
20107,1.97,,
20108,2.16,,
20109,0.35,,
20110,3.58,,
20111,0.47,,
20112,1.55,,
20113,1.39,,
20114,0.19,,
20115,3.9,,
20116,2.25,,
20117,1.72,,
20118,0.5,,
20119,1.72,,
20120,1.68,,
20121,1.58,,
20122,1.32,,
20123,0.69,,
20124,3.45,,
20125,2.21,,
20126,1.21,,
20127,3.91,,
20128,2.35,,
20129,1.06,,
20130,3.0,,
20131,2.35,,
20132,0.09,,
20133,2.89,,
20134,2.02,,
20135,2.18,,
20136,1.21,,
20137,0.01,,
20138,2.99,,
20139,3.97,,
20140,3.01,,
20141,3.39,,
20142,0.09,,
20143,0.18,,
20144,0.04,,
20145,2.86,,
20146,0.41,,
20147,3.84,,
20148,3.38,,
20149,2.38,,
20150,0.66,,
20151,3.09,,
20152,3.62,,
20153,3.11,,
20154,3.78,,
20155,3.53,,
20156,0.95,,
20157,0.13,,
20158,1.04,,
20159,2.29,,
20160,0.14,,
20161,0.9,,
20162,3.6,,
20163,1.39,,
20164,0.77,,
20165,0.83,,
20166,0.03,,
20167,0.67,,
20168,1.43,,
20169,0.16,,
20170,3.24,,
20171,3.62,,
20172,3.22,,
20173,1.38,,
20174,3.89,,
20175,0.45,,
20176,3.54,,
20177,0.9,,
20178,1.35,,
20179,1.31,,
20180,2.87,,
20181,3.59,,
20182,0.9,,
20183,1.62,,
20184,2.02,,
20185,2.22,,
20186,2.24,,
20187,2.78,,
20188,0.83,,
20189,0.77,,
20190,3.1,,
20191,0.77,,
20192,0.65,,
20193,3.4,,
20194,1.58,,
20195,0.65,,
20196,1.71,,
20197,0.03,,
20198,2.15,,
20199,1.39,,
20200,2.99,,
20201,2.15,,
20202,2.58,,
20203,0.49,,
20204,3.33,,
20205,3.15,,
20206,3.01,,
20207,0.36,,
20208,3.52,,
20209,0.23,,
20210,3.12,,
20211,3.01,,
20212,1.57,,
20213,3.63,,
20214,2.45,,
20215,2.46,,
20216,3.81,,
20217,0.47,,
20218,0.97,,
20219,1.99,,
20220,0.79,,
20221,1.92,,
20222,1.24,,
20223,1.49,,
20224,0.64,,
20225,3.63,,
20226,1.54,,
20227,2.38,,
20228,3.47,,
20229,2.56,,
20230,2.27,,
20231,3.61,,
20232,1.37,,
20233,3.94,,
20234,0.39,,
20235,0.53,,
20236,1.58,,
20237,0.3,,
20238,0.92,,
20239,1.93,,
20240,0.93,,
20241,1.6,,
20242,3.78,,
